Date,Source,Start_Hour,End_Hour,Production
8/11/2022,Wind,21,22,4852
6/21/2024,Wind,21,22,4798
3/22/2023,Wind,9,10,13652
8/3/2025,Solar,14,15,6657
2/13/2020,Wind,1,2,7835
1/4/2021,Wind,8,9,1699
5/7/2022,Solar,11,12,6711
7/31/2020,Solar,10,11,4357
5/23/2024,Wind,6,7,2688
7/11/2021,Wind,21,22,868
9/26/2025,Wind,22,23,313
5/6/2024,Wind,6,7,3361
9/12/2023,Solar,13,14,4933
5/25/2023,Wind,20,21,7031
11/30/2021,Wind,21,22,12769
5/12/2024,Wind,17,18,6724
11/2/2023,Wind,10,11,15126
8/5/2023,Wind,5,6,2691
2/4/2024,Wind,23,0,7222
6/2/2022,Wind,8,9,3841
1/29/2021,Wind,10,11,14856
10/11/2021,Wind,5,6,2918
8/15/2024,Wind,3,4,1492
4/28/2020,Wind,1,2,2577
5/8/2020,Solar,17,18,3383
11/26/2023,Wind,9,10,3686
11/22/2022,Wind,23,0,8882
12/9/2020,Wind,17,18,2329
4/27/2022,Solar,14,15,9731
11/6/2022,Wind,7,8,8112
6/15/2023,Wind,19,20,3676
5/8/2022,Solar,10,11,6177
10/11/2021,Wind,0,1,3875
6/24/2020,Wind,4,5,4432
5/9/2021,Wind,19,20,9742
5/30/2020,Wind,19,20,4315
11/24/2020,Wind,0,1,1746
12/27/2021,Wind,10,11,8533
10/20/2020,Wind,7,8,10025
6/8/2025,Wind,23,0,2194
2/15/2021,Wind,8,9,10609
3/18/2021,Wind,19,20,3876
5/17/2021,Wind,15,16,15134
1/20/2020,Wind,21,22,5336
4/10/2022,Wind,0,1,1683
10/15/2025,Wind,18,19,5526
1/7/2020,Wind,13,14,4300
8/28/2021,Wind,5,6,3976
12/21/2020,Wind,11,12,12351
10/22/2023,Wind,8,9,6622
9/13/2023,Wind,6,7,1142
3/18/2023,Wind,0,1,6164
11/11/2022,Solar,13,14,6121
8/4/2020,Wind,7,8,1848
9/24/2021,Wind,19,20,811
4/6/2023,Wind,17,18,9974
1/24/2025,Wind,12,13,20266
2/27/2024,Wind,7,8,11863
7/13/2024,Wind,2,3,1314
10/16/2025,Wind,18,19,4569
1/19/2023,Wind,0,1,3941
10/29/2020,Wind,12,13,8304
4/13/2023,Wind,10,11,12488
11/16/2020,Wind,12,13,8614
7/29/2023,Wind,18,19,9214
11/12/2025,Wind,22,23,13981
10/26/2025,Wind,5,6,9488
10/2/2025,Solar,13,14,10562
9/1/2020,Solar,16,17,4322
9/19/2024,Wind,7,8,8099
5/15/2021,Wind,4,5,4140
2/13/2021,Wind,18,19,6179
8/20/2023,Wind,3,4,1018
3/17/2025,Solar,9,10,9414
4/15/2023,Wind,19,20,10025
10/6/2022,Wind,6,7,1907
12/20/2023,Wind,1,2,8716
4/20/2025,Wind,21,22,3971
11/28/2024,Wind,6,7,2505
9/7/2025,Wind,5,6,6061
8/19/2024,Solar,14,15,9521
11/20/2022,Wind,17,18,9046
2/9/2021,Wind,3,4,2115
5/10/2021,Wind,16,17,7215
12/23/2020,Wind,0,1,7054
9/12/2020,Solar,12,13,4331
10/11/2024,Wind,5,6,622
1/21/2024,Wind,16,17,14424
6/30/2023,Wind,15,16,9841
2/17/2023,Wind,2,3,7016
8/3/2023,Wind,15,16,12675
12/28/2023,Wind,20,21,13984
5/10/2020,Wind,12,13,2636
11/3/2025,Wind,18,19,8937
2/3/2025,Wind,21,22,1946
2/24/2024,Wind,0,1,6656
9/6/2020,Wind,0,1,2406
8/19/2020,Wind,14,15,7727
2/22/2021,Wind,20,21,5302
9/6/2021,Solar,11,12,4607
4/5/2024,Wind,7,8,14615
12/24/2020,Wind,7,8,11043
4/11/2023,Wind,21,22,8468
5/6/2025,Wind,23,0,9254
3/10/2023,Wind,19,20,6183
7/27/2024,Solar,13,14,6448
8/15/2022,Wind,9,10,4944
1/24/2024,Wind,8,9,15725
6/11/2024,Wind,6,7,1917
10/5/2024,Wind,20,21,7671
5/22/2020,Wind,6,7,3939
12/31/2021,Wind,0,1,5685
7/26/2025,Wind,4,5,2368
1/25/2020,Solar,11,12,2622
11/30/2021,Wind,8,9,11135
6/2/2022,Wind,20,21,2050
12/12/2024,Wind,21,22,3531
8/25/2024,Solar,16,17,4862
1/2/2020,Wind,12,13,4169
9/7/2023,Wind,5,6,2215
7/17/2023,Wind,21,22,1150
6/4/2025,Solar,11,12,6538
9/12/2022,Wind,23,0,2700
9/16/2020,Wind,0,1,800
4/6/2020,Wind,14,15,6087
3/6/2022,Wind,21,22,7693
12/20/2022,Wind,5,6,13622
3/19/2023,Wind,18,19,3522
5/14/2021,Wind,22,23,3321
3/19/2022,Wind,20,21,9623
4/15/2023,Wind,11,12,12042
11/10/2020,Wind,0,1,1153
10/8/2025,Wind,4,5,584
7/29/2025,Wind,19,20,5792
10/8/2021,Wind,2,3,3432
3/11/2022,Wind,18,19,10430
10/7/2025,Solar,17,18,3781
2/26/2025,Wind,16,17,15275
1/27/2023,Wind,20,21,7462
7/4/2024,Wind,1,2,6505
8/27/2025,Wind,5,6,2086
4/13/2020,Wind,3,4,3469
11/3/2020,Wind,0,1,3597
4/21/2025,Wind,20,21,3158
4/13/2021,Wind,18,19,4444
11/14/2024,Wind,23,0,3238
3/1/2022,Wind,2,3,2865
3/20/2023,Wind,20,21,1690
7/15/2024,Solar,12,13,8737
7/27/2025,Wind,2,3,2172
8/5/2022,Wind,4,5,2957
12/10/2024,Wind,10,11,10560
12/19/2023,Wind,20,21,11260
8/11/2022,Wind,8,9,4398
7/15/2021,Wind,6,7,7253
3/29/2025,Wind,16,17,11249
9/5/2025,Wind,20,21,687
11/11/2025,Wind,7,8,8058
6/18/2024,Solar,17,18,6244
4/4/2020,Wind,0,1,996
3/31/2024,Wind,11,12,10457
8/2/2022,Wind,21,22,957
7/20/2025,Wind,1,2,4506
8/3/2023,Wind,1,2,14771
7/12/2025,Solar,11,12,9607
1/26/2020,Wind,21,22,8371
5/16/2022,Wind,8,9,5803
5/23/2021,Wind,0,1,5905
3/18/2021,Wind,2,3,3524
2/4/2021,Wind,1,2,5125
6/10/2020,Wind,22,23,731
7/9/2023,Solar,18,19,4652
8/13/2023,Wind,5,6,931
3/20/2025,Wind,0,1,6946
8/8/2023,Wind,3,4,1820
7/3/2023,Wind,14,15,11480
9/30/2023,Wind,1,2,663
1/10/2020,Wind,22,23,1571
12/30/2024,Solar,12,13,3281
5/2/2021,Solar,18,19,3016
8/7/2021,Wind,18,19,11586
5/28/2021,Wind,0,1,2572
5/16/2022,Solar,11,12,7699
1/4/2020,Wind,23,0,1931
11/8/2020,Wind,8,9,3916
7/27/2023,Wind,7,8,9065
9/10/2024,Wind,0,1,4683
3/19/2021,Wind,6,7,5907
2/28/2020,Wind,3,4,2643
5/18/2023,Wind,0,1,7850
4/20/2020,Wind,3,4,5296
4/9/2020,Wind,6,7,723
5/3/2025,Solar,13,14,5971
7/30/2025,Wind,3,4,1452
4/28/2020,Wind,4,5,3067
2/26/2023,Wind,21,22,14492
4/11/2021,Wind,14,15,7658
5/8/2024,Solar,14,15,9558
4/8/2020,Wind,8,9,2303
7/4/2021,Wind,4,5,862
1/28/2025,Wind,17,18,19004
11/14/2020,Wind,19,20,11103
7/21/2020,Wind,0,1,4876
10/4/2022,Wind,1,2,1416
8/4/2024,Solar,17,18,6580
1/2/2020,Wind,23,0,6857
7/10/2021,Wind,20,21,2043
2/26/2022,Wind,21,22,9716
11/29/2022,Wind,17,18,1111
6/8/2025,Wind,7,8,8306
4/5/2022,Wind,18,19,8495
3/10/2024,Wind,7,8,2181
8/23/2020,Wind,19,20,4332
11/24/2020,Wind,3,4,1768
7/23/2024,Wind,5,6,5404
5/23/2024,Wind,2,3,2979
4/16/2023,Wind,5,6,5054
6/6/2025,Wind,13,14,7339
1/19/2024,Wind,2,3,2193
12/17/2023,Solar,15,16,3018
3/21/2025,Wind,18,19,8152
9/6/2020,Wind,2,3,1961
12/4/2020,Wind,2,3,12264
7/17/2024,Solar,10,11,6067
10/1/2025,Solar,13,14,10058
3/30/2021,Solar,11,12,4810
5/24/2024,Wind,23,0,703
2/16/2023,Solar,11,12,7999
11/2/2025,Wind,22,23,8643
7/31/2024,Wind,21,22,1578
12/31/2024,Wind,8,9,4218
1/12/2023,Wind,5,6,15968
3/9/2024,Wind,0,1,11075
4/21/2025,Wind,6,7,3806
6/19/2022,Wind,16,17,12018
3/24/2022,Solar,9,10,4911
12/6/2023,Solar,14,15,3145
10/22/2020,Wind,15,16,4372
9/1/2022,Wind,3,4,3514
2/17/2023,Wind,6,7,7645
6/14/2025,Wind,19,20,4111
9/28/2025,Solar,15,16,5298
11/4/2025,Wind,11,12,13899
7/5/2021,Solar,12,13,7806
2/21/2022,Wind,3,4,14976
11/17/2025,Wind,20,21,5188
8/23/2024,Wind,7,8,11855
3/31/2022,Wind,13,14,11938
9/28/2021,Wind,17,18,3222
6/24/2024,Wind,4,5,2733
9/3/2021,Wind,22,23,1704
10/3/2022,Wind,19,20,1114
8/22/2022,Wind,5,6,1373
2/27/2022,Wind,4,5,8949
6/28/2022,Wind,23,0,1723
8/22/2025,Wind,0,1,6431
5/5/2023,Solar,18,19,4662
3/19/2022,Wind,13,14,12710
4/18/2021,Solar,9,10,3757
7/11/2025,Solar,17,18,11291
9/4/2025,Wind,19,20,8069
10/21/2022,Wind,14,15,9441
7/27/2020,Wind,10,11,6801
7/9/2020,Wind,16,17,7247
6/19/2023,Solar,16,17,4302
8/13/2020,Wind,7,8,1791
9/21/2023,Wind,23,0,7242
7/25/2022,Wind,10,11,8474
11/27/2023,Wind,18,19,11622
4/9/2022,Solar,10,11,5360
11/2/2022,Wind,5,6,6705
8/17/2022,Wind,5,6,1436
4/20/2021,Wind,7,8,703
8/15/2024,Wind,6,7,1268
7/11/2022,Wind,6,7,3830
7/2/2022,Wind,2,3,670
5/24/2021,Wind,5,6,8343
2/24/2023,Wind,9,10,5199
4/14/2021,Wind,15,16,9278
4/12/2025,Wind,22,23,8931
12/22/2022,Wind,10,11,12428
1/18/2024,Wind,2,3,7810
5/31/2024,Wind,16,17,7089
9/9/2021,Wind,13,14,5141
4/13/2025,Wind,12,13,4906
3/23/2024,Wind,22,23,9137
2/26/2025,Wind,23,0,8535
8/3/2022,Wind,0,1,1047
4/7/2025,Wind,22,23,5598
9/15/2021,Solar,12,13,3974
3/26/2023,Wind,3,4,9201
2/19/2020,Wind,5,6,8999
9/14/2020,Wind,9,10,3828
7/23/2022,Wind,23,0,1099
6/4/2021,Wind,8,9,2095
4/12/2020,Wind,2,3,748
1/2/2021,Wind,3,4,1281
5/16/2025,Wind,20,21,7218
1/28/2024,Wind,5,6,8152
10/2/2021,Wind,16,17,14843
9/18/2020,Wind,10,11,5286
11/24/2020,Wind,21,22,6481
12/21/2022,Wind,12,13,10235
7/19/2021,Wind,2,3,5773
6/29/2022,Solar,10,11,5357
12/22/2023,Wind,12,13,19987
12/4/2024,Solar,12,13,6363
2/21/2021,Wind,13,14,8829
6/20/2022,Wind,2,3,5728
11/19/2020,Wind,23,0,3854
11/10/2025,Wind,13,14,12666
12/20/2024,Wind,8,9,5569
5/11/2025,Solar,12,13,3967
11/18/2024,Wind,2,3,8530
3/3/2025,Solar,11,12,8311
12/28/2021,Wind,22,23,12013
10/31/2021,Wind,4,5,6221
12/5/2020,Wind,21,22,5385
5/12/2024,Wind,8,9,4245
4/15/2022,Wind,22,23,5750
12/22/2024,Wind,9,10,19398
2/5/2021,Wind,14,15,3021
7/12/2022,Solar,14,15,6997
6/15/2020,Wind,23,0,2022
10/23/2023,Wind,9,10,8658
2/2/2023,Wind,8,9,6057
7/28/2024,Solar,14,15,5654
10/9/2024,Wind,13,14,12421
2/15/2023,Solar,10,11,6270
11/18/2021,Solar,14,15,3326
6/28/2022,Wind,19,20,3348
1/12/2024,Wind,1,2,6624
6/16/2020,Wind,5,6,1461
7/7/2020,Wind,7,8,1906
9/12/2022,Solar,10,11,4987
6/6/2023,Solar,14,15,8282
12/31/2023,Wind,16,17,17690
2/22/2025,Wind,3,4,10776
2/12/2020,Wind,23,0,5618
7/27/2025,Wind,4,5,1887
10/28/2023,Wind,8,9,12258
5/22/2025,Solar,14,15,6175
12/23/2024,Wind,2,3,17302
8/17/2025,Wind,22,23,7604
4/23/2024,Wind,3,4,4610
3/26/2021,Wind,17,18,9646
12/4/2021,Wind,15,16,12295
2/12/2021,Wind,15,16,9320
8/8/2023,Wind,21,22,2130
1/20/2021,Wind,0,1,11737
8/15/2025,Solar,9,10,6084
3/31/2025,Wind,6,7,5157
11/11/2022,Wind,2,3,2683
7/9/2022,Wind,18,19,8525
9/5/2023,Wind,0,1,7414
11/19/2022,Solar,10,11,4418
10/23/2023,Wind,17,18,5596
1/13/2023,Wind,1,2,13913
4/21/2020,Wind,23,0,4642
12/19/2020,Wind,11,12,10820
1/6/2021,Wind,6,7,1187
6/12/2025,Wind,3,4,6737
6/1/2020,Solar,16,17,4570
12/29/2020,Wind,22,23,3005
3/8/2023,Wind,9,10,13908
2/19/2020,Wind,2,3,11122
7/30/2023,Wind,20,21,7195
1/23/2025,Wind,6,7,5894
5/11/2025,Wind,19,20,4469
7/15/2020,Wind,18,19,3632
4/23/2021,Wind,16,17,8565
7/2/2023,Wind,18,19,6804
4/13/2022,Wind,22,23,1032
12/14/2021,Wind,23,0,1053
1/22/2021,Wind,18,19,4478
12/30/2024,Solar,14,15,2676
1/19/2020,Wind,7,8,5048
1/8/2021,Wind,0,1,1507
8/3/2023,Wind,12,13,13262
10/25/2025,Wind,4,5,13923
5/13/2023,Wind,7,8,4856
7/21/2023,Wind,22,23,3097
10/3/2024,Wind,1,2,4843
3/30/2023,Wind,23,0,12402
7/8/2022,Solar,12,13,8283
8/18/2021,Wind,1,2,2488
6/29/2023,Wind,5,6,748
5/28/2021,Wind,23,0,3329
5/11/2024,Wind,7,8,4906
4/8/2022,Wind,19,20,9607
7/27/2025,Wind,21,22,4242
10/14/2023,Solar,11,12,5525
10/12/2020,Solar,11,12,3848
1/18/2025,Wind,23,0,1679
5/31/2023,Wind,12,13,12628
9/21/2021,Solar,16,17,4522
11/21/2023,Wind,21,22,6769
4/12/2024,Solar,12,13,8049
3/17/2024,Wind,9,10,6278
4/5/2024,Wind,4,5,10352
11/1/2022,Wind,20,21,12061
5/27/2024,Wind,21,22,2538
7/15/2021,Wind,4,5,7756
3/5/2024,Wind,15,16,8619
10/10/2025,Solar,13,14,9343
6/21/2023,Solar,11,12,4377
10/29/2023,Wind,10,11,15308
5/21/2020,Solar,17,18,2989
6/10/2023,Wind,0,1,3204
8/20/2025,Wind,4,5,3073
4/16/2024,Wind,0,1,13826
3/5/2025,Solar,17,18,3558
11/15/2025,Solar,14,15,5714
3/12/2022,Wind,21,22,9414
6/4/2024,Wind,3,4,456
7/28/2020,Wind,17,18,6769
11/6/2021,Wind,21,22,6134
4/25/2025,Wind,1,2,3293
7/25/2021,Wind,5,6,2988
11/1/2022,Wind,12,13,15812
11/10/2024,Wind,19,20,1932
4/19/2021,Wind,5,6,1278
3/29/2021,Solar,11,12,5469
3/12/2021,Wind,4,5,9635
6/7/2025,Wind,23,0,12317
9/2/2023,Wind,22,23,4625
10/27/2023,Wind,20,21,9132
8/10/2021,Wind,22,23,590
9/29/2021,Wind,8,9,7118
5/31/2022,Wind,18,19,5487
6/25/2021,Wind,4,5,1451
5/27/2022,Solar,11,12,6179
3/3/2024,Wind,22,23,5144
12/7/2022,Wind,2,3,2507
8/17/2021,Wind,21,22,3684
3/24/2020,Wind,16,17,6133
10/12/2025,Wind,18,19,5244
7/24/2023,Wind,17,18,11156
7/8/2024,Solar,11,12,8159
7/16/2022,Solar,14,15,8810
4/1/2024,Wind,1,2,4949
1/14/2024,Wind,18,19,1253
1/8/2020,Wind,13,14,4927
11/12/2021,Wind,4,5,1575
11/19/2024,Wind,13,14,20597
8/17/2020,Wind,2,3,1750
6/11/2023,Wind,19,20,4575
8/21/2025,Wind,20,21,7365
8/26/2021,Wind,4,5,2542
9/10/2020,Wind,19,20,1247
7/13/2021,Wind,23,0,5065
4/5/2022,Wind,19,20,7386
6/13/2020,Wind,1,2,3366
10/18/2023,Wind,17,18,14535
8/22/2020,Wind,10,11,9129
8/3/2021,Wind,2,3,1153
7/23/2023,Wind,17,18,12004
7/2/2021,Solar,8,9,1628
6/3/2022,Solar,15,16,5923
12/4/2021,Wind,8,9,8370
10/9/2023,Solar,14,15,6407
9/15/2021,Solar,11,12,3648
6/18/2021,Wind,7,8,3517
9/10/2025,Wind,1,2,3815
4/11/2020,Solar,9,10,2530
1/26/2024,Wind,1,2,7990
3/27/2025,Wind,4,5,3169
9/21/2025,Wind,6,7,3184
7/13/2024,Solar,20,21,1101
11/14/2021,Wind,3,4,2421
7/1/2022,Wind,23,0,863
7/10/2023,Wind,3,4,1054
11/23/2022,Wind,20,21,12891
12/12/2024,Wind,15,16,3478
4/27/2025,Wind,19,20,2748
1/17/2023,Wind,16,17,4665
4/3/2022,Wind,1,2,5119
10/18/2020,Wind,4,5,672
10/11/2021,Wind,17,18,4388
11/16/2023,Wind,16,17,13386
3/9/2025,Wind,3,4,9672
12/31/2022,Wind,12,13,17332
8/16/2023,Solar,13,14,6675
1/6/2021,Wind,19,20,495
2/8/2025,Wind,9,10,8261
9/26/2022,Wind,7,8,6086
11/10/2025,Wind,0,1,6004
2/1/2020,Wind,18,19,10703
4/22/2022,Wind,18,19,4256
1/24/2023,Wind,21,22,2611
5/5/2025,Wind,7,8,9361
5/8/2020,Solar,12,13,4778
6/16/2021,Solar,8,9,2085
2/16/2020,Wind,22,23,11230
7/4/2023,Solar,10,11,5603
10/26/2023,Wind,15,16,6529
2/28/2024,Wind,3,4,3223
11/29/2022,Solar,10,11,2249
1/6/2020,Wind,20,21,6469
11/9/2025,Wind,4,5,2430
5/12/2024,Wind,6,7,3904
4/30/2021,Wind,22,23,1359
8/27/2023,Wind,4,5,2263
7/27/2024,Solar,9,10,3124
9/26/2025,Solar,12,13,5213
4/1/2022,Wind,3,4,9699
5/12/2020,Wind,12,13,5747
10/7/2024,Wind,16,17,7311
6/30/2022,Solar,13,14,4931
9/20/2024,Wind,20,21,3245
8/10/2024,Solar,16,17,4012
4/30/2023,Wind,4,5,3814
1/23/2025,Wind,5,6,6304
12/3/2022,Wind,12,13,6285
4/24/2025,Wind,7,8,2699
10/2/2025,Wind,18,19,2959
8/9/2020,Solar,11,12,3372
7/10/2020,Wind,19,20,4171
12/26/2023,Wind,4,5,7229
4/28/2024,Wind,0,1,10556
10/12/2024,Wind,13,14,6790
11/25/2022,Wind,16,17,3351
1/14/2023,Wind,15,16,17545
11/8/2022,Wind,20,21,11901
8/29/2024,Wind,19,20,2703
3/16/2025,Wind,9,10,9888
1/19/2020,Wind,3,4,4619
3/13/2025,Wind,0,1,2661
4/4/2024,Wind,19,20,8108
12/5/2023,Wind,18,19,6714
1/16/2020,Wind,6,7,4609
10/15/2025,Wind,19,20,5080
6/3/2020,Solar,16,17,3604
5/11/2024,Wind,8,9,5428
9/25/2020,Wind,7,8,10168
10/5/2022,Wind,10,11,9771
7/2/2024,Wind,4,5,2631
4/21/2023,Wind,20,21,2543
12/5/2024,Wind,8,9,14145
8/7/2025,Solar,18,19,5653
4/5/2020,Wind,11,12,7848
1/26/2024,Wind,4,5,9936
9/3/2023,Solar,14,15,9204
4/12/2022,Wind,22,23,2275
12/29/2020,Wind,13,14,5165
9/8/2023,Solar,9,10,3666
4/26/2024,Solar,13,14,6436
4/14/2024,Solar,15,16,4067
9/7/2020,Solar,13,14,5438
2/18/2022,Wind,21,22,13040
5/21/2020,Wind,5,6,1502
5/4/2020,Solar,14,15,5337
6/10/2023,Solar,9,10,4098
4/3/2024,Wind,11,12,15839
5/23/2020,Wind,7,8,3360
9/4/2020,Wind,7,8,1232
10/7/2020,Wind,12,13,8717
12/2/2023,Wind,5,6,3249
6/28/2024,Solar,16,17,6716
8/22/2021,Wind,21,22,3345
2/17/2023,Wind,9,10,9868
2/16/2022,Wind,13,14,16745
12/3/2022,Wind,2,3,6803
4/8/2021,Solar,14,15,5202
1/5/2025,Wind,15,16,19348
10/8/2024,Wind,8,9,10350
2/12/2022,Wind,6,7,4558
7/7/2023,Wind,5,6,4486
7/14/2020,Wind,21,22,2101
12/9/2022,Wind,20,21,2064
7/5/2022,Wind,0,1,3667
11/20/2021,Wind,18,19,210
2/9/2023,Wind,8,9,1322
3/1/2025,Wind,23,0,10187
7/25/2023,Wind,9,10,7186
12/25/2024,Solar,10,11,2874
5/8/2024,Wind,7,8,5427
10/3/2021,Wind,15,16,8606
4/18/2024,Wind,23,0,3786
11/4/2023,Wind,7,8,15504
5/25/2022,Wind,22,23,5875
1/22/2022,Wind,20,21,2136
8/18/2022,Solar,13,14,5355
8/14/2025,Solar,9,10,4159
1/1/2023,Wind,9,10,11283
1/20/2024,Wind,18,19,4846
11/17/2021,Wind,18,19,1887
9/29/2020,Wind,2,3,2642
8/8/2020,Wind,23,0,2390
1/18/2024,Wind,18,19,4246
10/18/2024,Wind,0,1,4798
6/27/2025,Wind,22,23,1584
2/11/2025,Wind,8,9,3812
8/25/2023,Wind,16,17,9893
12/2/2021,Wind,5,6,6952
1/25/2022,Wind,7,8,328
9/26/2022,Wind,14,15,15890
12/17/2022,Wind,16,17,2347
2/21/2020,Wind,8,9,4193
9/13/2021,Wind,19,20,1554
7/12/2020,Solar,14,15,5689
5/29/2023,Wind,9,10,9264
8/30/2024,Wind,4,5,2456
7/28/2021,Wind,14,15,10176
3/29/2023,Wind,5,6,4271
5/11/2021,Wind,19,20,6405
1/9/2025,Wind,15,16,10749
1/5/2022,Wind,2,3,7802
8/26/2024,Wind,23,0,2045
2/19/2023,Solar,14,15,7077
6/23/2025,Wind,18,19,12740
8/4/2020,Wind,19,20,2445
2/11/2023,Wind,8,9,2391
9/16/2022,Wind,6,7,1953
10/13/2025,Wind,3,4,6119
7/3/2025,Wind,0,1,5539
12/7/2022,Wind,23,0,1410
2/10/2024,Wind,3,4,4487
7/9/2021,Wind,3,4,1208
2/16/2025,Wind,0,1,4574
11/24/2024,Wind,10,11,21544
12/11/2024,Wind,19,20,5916
5/20/2025,Wind,21,22,5566
1/21/2022,Wind,9,10,5002
1/30/2025,Wind,7,8,5813
1/29/2021,Wind,17,18,12983
4/19/2024,Wind,5,6,9003
12/1/2020,Wind,12,13,8412
2/19/2024,Wind,3,4,4002
9/21/2023,Wind,13,14,6474
3/17/2025,Wind,2,3,5489
8/2/2024,Wind,18,19,7412
7/15/2020,Wind,3,4,1451
10/15/2022,Wind,16,17,8245
5/11/2025,Solar,10,11,3050
1/21/2025,Solar,13,14,5754
8/2/2023,Wind,8,9,15356
10/6/2025,Wind,19,20,2272
3/22/2024,Solar,16,17,7952
4/4/2021,Wind,2,3,6551
11/8/2022,Wind,6,7,13306
9/19/2023,Wind,9,10,7887
5/5/2022,Solar,16,17,6137
3/16/2021,Wind,3,4,3759
3/18/2023,Wind,21,22,4032
1/4/2023,Wind,19,20,13392
1/5/2021,Wind,19,20,1794
12/7/2020,Wind,22,23,3434
4/24/2024,Wind,15,16,11510
4/27/2025,Solar,16,17,3352
10/16/2021,Wind,7,8,1545
4/17/2022,Wind,9,10,6232
11/15/2022,Wind,10,11,10920
1/6/2021,Wind,1,2,1467
6/9/2020,Solar,11,12,4734
3/14/2023,Wind,17,18,10320
1/31/2021,Wind,17,18,5433
1/28/2021,Wind,22,23,9207
2/14/2023,Wind,20,21,4137
8/29/2024,Solar,10,11,5199
10/3/2022,Solar,13,14,5084
2/23/2022,Solar,10,11,3903
8/24/2025,Wind,7,8,3233
2/6/2021,Wind,12,13,3255
4/29/2023,Solar,15,16,4800
4/22/2023,Wind,4,5,4492
5/24/2020,Solar,13,14,5849
2/7/2023,Wind,16,17,6303
7/6/2022,Wind,3,4,3439
11/25/2023,Wind,22,23,3662
12/9/2022,Wind,14,15,3163
12/15/2020,Wind,0,1,5961
3/10/2022,Wind,21,22,6888
6/15/2024,Wind,16,17,10230
10/27/2025,Wind,10,11,20785
7/2/2020,Wind,23,0,3158
9/21/2021,Wind,18,19,2741
4/3/2022,Wind,20,21,1788
1/4/2025,Wind,22,23,10639
9/6/2021,Solar,16,17,4649
1/12/2022,Wind,10,11,3948
3/3/2023,Wind,17,18,5441
11/21/2021,Wind,12,13,3618
7/28/2022,Wind,20,21,1737
1/28/2023,Wind,21,22,2799
12/22/2024,Wind,11,12,19928
3/12/2024,Wind,3,4,4768
11/11/2022,Wind,17,18,2888
11/7/2024,Wind,21,22,3242
6/27/2024,Wind,3,4,839
11/23/2020,Solar,14,15,2374
6/19/2025,Wind,22,23,6052
8/7/2024,Wind,2,3,1802
7/5/2020,Wind,15,16,10632
5/27/2023,Solar,11,12,8746
4/21/2021,Wind,5,6,1068
9/15/2024,Wind,20,21,3333
7/1/2025,Wind,6,7,1421
9/9/2024,Wind,9,10,9339
9/12/2021,Solar,10,11,3552
1/13/2022,Wind,4,5,2645
7/23/2025,Wind,1,2,1307
8/27/2023,Wind,2,3,1781
2/19/2024,Wind,6,7,3287
6/16/2022,Solar,16,17,5124
9/11/2025,Wind,3,4,10615
6/27/2021,Wind,23,0,748
6/13/2025,Wind,6,7,2429
12/10/2020,Wind,9,10,4988
11/29/2022,Wind,20,21,1194
11/13/2021,Wind,4,5,5812
7/22/2025,Wind,16,17,13809
2/21/2024,Wind,23,0,15375
8/7/2021,Wind,21,22,9544
11/24/2023,Wind,10,11,9941
6/3/2021,Wind,19,20,1771
12/2/2020,Wind,20,21,2043
4/29/2023,Wind,7,8,1622
4/16/2021,Solar,11,12,7807
2/13/2020,Wind,13,14,13233
11/21/2021,Wind,13,14,3948
12/18/2023,Wind,3,4,2101
6/1/2020,Solar,10,11,4181
7/24/2025,Solar,15,16,9540
6/24/2023,Solar,13,14,8820
3/7/2022,Wind,12,13,10894
10/21/2021,Wind,1,2,13513
2/11/2024,Wind,1,2,9448
9/7/2023,Solar,17,18,4368
11/25/2023,Wind,13,14,10661
10/2/2020,Wind,14,15,6441
1/5/2022,Wind,10,11,6918
3/28/2022,Wind,19,20,1643
9/1/2020,Wind,8,9,1448
9/19/2025,Solar,16,17,10145
11/3/2023,Wind,11,12,10759
11/25/2020,Wind,19,20,3453
10/1/2022,Wind,1,2,13589
8/2/2021,Wind,0,1,1434
8/8/2020,Solar,10,11,2968
9/14/2022,Wind,3,4,1861
5/31/2021,Wind,8,9,3833
12/27/2023,Wind,15,16,12667
8/1/2024,Wind,19,20,4264
4/4/2023,Wind,19,20,4139
5/3/2024,Wind,0,1,9022
9/15/2024,Wind,22,23,4322
9/13/2021,Wind,6,7,1809
12/7/2021,Wind,18,19,13600
11/30/2023,Wind,4,5,1780
3/10/2022,Wind,1,2,6777
3/30/2022,Solar,11,12,2186
8/9/2022,Wind,3,4,6466
5/4/2023,Wind,17,18,9901
12/13/2023,Wind,10,11,6869
9/29/2022,Solar,13,14,4400
8/28/2024,Solar,13,14,10829
9/17/2024,Wind,8,9,10111
1/6/2020,Wind,11,12,5665
9/7/2022,Wind,16,17,6353
10/21/2022,Wind,2,3,7894
5/26/2021,Wind,19,20,4996
6/26/2022,Wind,4,5,1831
7/13/2025,Wind,20,21,3952
6/29/2024,Wind,7,8,4387
11/8/2024,Solar,14,15,4482
7/11/2022,Solar,10,11,7469
1/10/2022,Wind,6,7,1005
3/21/2025,Wind,0,1,7350
2/15/2023,Solar,13,14,6445
4/17/2025,Wind,1,2,2336
2/15/2025,Wind,1,2,7209
9/28/2020,Wind,18,19,4748
6/30/2021,Wind,4,5,2097
7/20/2022,Wind,6,7,2316
4/22/2020,Wind,2,3,5000
9/23/2021,Wind,20,21,1171
2/27/2020,Wind,0,1,5262
